iso_code,year,co2,methane,nitrous_oxide,population
USA,1832,3.023,,,14263511
USA,1833,3.528,,,14675576
USA,1834,3.382,,,15101254
USA,1835,4.316,,,15540591
USA,1836,4.73,,,15993540
USA,1837,5.305,,,16460100
USA,1838,5.031,,,16940408
USA,1839,5.518,,,17434192
USA,1840,5.873,,,17942444
USA,1841,6.214,,,18474108
USA,1842,6.918,,,19025172
USA,1843,7.764,,,19600368
USA,1844,9.307,,,20190176
USA,1845,11.205,,,20799382
USA,1846,12.71,,,21427984
USA,1847,15.07,,,22075980
USA,1848,16.785,,,22743372
USA,1849,18.221,,,23430112
USA,1850,19.793,,,24136292
USA,1851,24.633,,,24868744
USA,1852,26.791,,,25612348
USA,1853,30.162,,,26367214
USA,1854,33.159,,,27133300
USA,1855,38.161,,,27910664
USA,1856,40.037,,,28699220
USA,1857,41.055,,,29499068
USA,1858,41.649,,,30310176
USA,1859,45.32,,,31132594
USA,1860,47.438,,,31967054
USA,1861,45.679,,,32812854
USA,1862,47.449,,,33669272
USA,1863,54.81,,,34536320
USA,1864,58.657,,,35409204
USA,1865,58.822,,,36297288
USA,1866,59.232,,,37196216
USA,1867,72.866,,,38105748
USA,1868,82.352,,,39025896
USA,1869,93.696,,,39956712
USA,1870,98.62,,,40899168
USA,1871,103.021,,,41864092
USA,1872,126.305,,,42850880
USA,1873,139.507,,,43779476
USA,1874,134.297,,,44804824
USA,1875,135.748,,,45854328
USA,1876,132.82,,,46928064
USA,1877,147.176,,,47943936
USA,1878,143.904,,,49070728
USA,1879,175.469,,,50223580
USA,1880,198.684,,,51402380
USA,1881,210.193,,,52535216
USA,1882,235.394,,,53747584
USA,1883,253.882,,,54977652
USA,1884,267.589,,,56183428
USA,1885,272.162,,,57461504
USA,1886,287.463,,,58761420
USA,1887,307.38,,,60076632
USA,1888,373.875,,,61398560
USA,1889,335.542,,,62723604
USA,1890,401.747,,,64051772
USA,1891,427.424,,,65383060
USA,1892,450.448,,,66717384
USA,1893,454.094,,,68054832
USA,1894,425.05,,,69395408
USA,1895,479.947,,,70738200
USA,1896,480.882,,,72101160
USA,1897,500.286,,,73489832
USA,1898,545.32,,,74894656
USA,1899,625.533,,,76321440
USA,1900,662.737,,,77781472
USA,1901,721.526,,,79271168
USA,1902,764.494,,,80720440
USA,1903,894.404,,,82271904
USA,1904,880.221,,,83870024
USA,1905,984.498,,,85524304
USA,1906,1033.34,,,87227464
USA,1907,1201.803,,,88838848
USA,1908,1050.974,,,90615784
USA,1909,1163.353,,,92361976
USA,1910,1269.228,,,94088792
USA,1911,1256.386,,,95858320
USA,1912,1341.211,,,97526184
USA,1913,1440.113,,,99341520
USA,1914,1315.698,,,101146656
USA,1915,1365.269,,,102789832
USA,1916,1516.258,,,104282472
USA,1917,1668.468,,,105675728
USA,1918,1745.585,,,106721808
USA,1919,1476.951,,,107762376
USA,1920,1735.89,,,109122856
USA,1921,1421.973,,,110824640
USA,1922,1433.327,,,112694536
USA,1923,1894.01,,,114594312
USA,1924,1695.593,,,116564056
USA,1925,1740.898,,,118421720
USA,1926,1888.536,,,120100752
USA,1927,1844.839,,,121692504
USA,1928,1827.786,,,123182720
USA,1929,1960.339,,,124597536
USA,1930,1742.21,,,125841184
USA,1931,1483.081,,,126924880
USA,1932,1256.4,,,127777984
USA,1933,1347.183,,,128574368
USA,1934,1434.39,,,129397240
USA,1935,1490.262,,,130246608
USA,1936,1710.696,,,131090880
USA,1937,1789.564,,,131979640
USA,1938,1513.419,,,132950240
USA,1939,1667.864,,,134027824
USA,1940,1871.491,,,135198128
USA,1941,2039.214,,,136504608
USA,1942,2193.897,,,138078704
USA,1943,2267.184,,,139781840
USA,1944,2440.378,,,141509776
USA,1945,2355.34,,,143095072
USA,1946,2253.034,,,145048176
USA,1947,2480.762,,,147333408
USA,1948,2577.052,,,149992560
USA,1949,2159.99,,,154449952
USA,1950,2535.942,,,158804000
USA,1951,2612.37,,,160872000
USA,1952,2545.08,,,163266000
USA,1953,2605.745,,,165910000
USA,1954,2483.052,,,168736000
USA,1955,2721.722,,,171684992
USA,1956,2852.904,,,174704992
USA,1957,2828.612,,,177751008
USA,1958,2740.925,,,180788000
USA,1959,2823.005,,,183786000
USA,1960,2887.82,,,186720992
USA,1961,2877.37,,,189570000
USA,1962,2984.002,,,192314000
USA,1963,3116.022,,,194932000
USA,1964,3252.755,,,197408000
USA,1965,3388.193,,,199734000
USA,1966,3559.179,,,201896000
USA,1967,3693.298,,,203904992
USA,1968,3828.306,,,205806000
USA,1969,4021.503,,,207659008
USA,1970,4325.501,,,209512992
USA,1971,4351.309,,,211384000
USA,1972,4558.453,,,213270000
USA,1973,4762.452,,,215179008
USA,1974,4592.958,,,217115008
USA,1975,4400.795,,,219080992
USA,1976,4607.168,,,221086000
USA,1977,4735.366,,,223136000
USA,1978,4882.964,,,225223008
USA,1979,4894.043,,,227339008
USA,1980,4716.716,,,229476000
USA,1981,4530.37,,,231636000
USA,1982,4301.971,,,233822000
USA,1983,4335.917,,,236030000
USA,1984,4468.262,,,238256992
USA,1985,4484.338,,,240500000
USA,1986,4487.856,,,242763008
USA,1987,4680.834,,,245052992
USA,1988,4885.591,,,247372000
USA,1989,4948.021,,,249726000
USA,1990,5121.179,798.61,254.99,252120000
USA,1991,5071.564,801.89,256.2,254539008
USA,1992,5174.671,800.73,261.95,256991008
USA,1993,5281.387,783.55,269.35,259532000
USA,1994,5375.034,790.58,273.36,262240992
USA,1995,5436.698,777.91,278.99,265164000
USA,1996,5625.042,754.68,282.97,268335008
USA,1997,5701.921,734.6,275.64,271713984
USA,1998,5749.893,717.39,272.74,275175008
USA,1999,5829.52,708.26,268.4,278548000
USA,2000,5997.299,693.11,263.79,281711008
USA,2001,5899.855,693.96,258.96,284608000
USA,2002,5942.421,692.33,260.45,287279008
USA,2003,5991.191,685.6,264.54,289816000
USA,2004,6105.444,695.48,264.35,292355008
USA,2005,6130.552,684.7,262.64,294993984
USA,2006,6050.385,685.94,265.3,297759008
USA,2007,6127.888,708.39,273.08,300608000
USA,2008,5928.256,684.28,252.55,303486016
USA,2009,5493.548,679.85,246.01,306308000
USA,2010,5700.108,679.25,250.84,309011008
USA,2011,5572.585,670.49,261.57,311584000
USA,2012,5371.777,648.75,251.8,314044000
USA,2013,5522.908,643.66,251.19,316400992
USA,2014,5572.106,650.62,251.37,318672992
USA,2015,5422.966,648.55,249.24,320878016
USA,2016,5306.662,629.38,251.7,323016000
USA,2017,5270.749,,,325084992
USA,2018,5416.278,,,327096000
URY,1932,0.077,,,1777377
URY,1933,0.066,,,1806833
URY,1934,0.051,,,1836623
URY,1935,0.051,,,1866748
URY,1936,0.055,,,1897543
URY,1937,0.073,,,1928672
URY,1938,0.077,,,1947082
URY,1939,0.088,,,1961810
URY,1940,0.084,,,1973525
URY,1941,0.088,,,1995617
URY,1942,0.073,,,2018043
URY,1943,0.066,,,2040804
URY,1944,0.095,,,2064569
URY,1945,0.11,,,2089674
URY,1946,0.143,,,2116117
URY,1947,0.147,,,2142560
URY,1948,0.147,,,2169672
URY,1949,0.147,,,2204653
URY,1950,2.455,,,2239000
URY,1951,2.623,,,2261000
URY,1952,3.155,,,2286000
URY,1953,3.506,,,2313000
URY,1954,3.737,,,2342000
URY,1955,3.92,,,2373000
URY,1956,4.023,,,2404000
URY,1957,4.433,,,2437000
URY,1958,3.979,,,2471000
URY,1959,4.388,,,2505000
URY,1960,4.315,,,2539000
URY,1961,4.117,,,2572000
URY,1962,4.007,,,2604000
URY,1963,4.315,,,2635000
URY,1964,4.553,,,2665000
URY,1965,5.516,,,2695000
URY,1966,5.399,,,2723000
URY,1967,4.879,,,2750000
URY,1968,4.878,,,2775000
URY,1969,5.589,,,2795000
URY,1970,5.736,,,2810000
URY,1971,5.802,,,2818000
URY,1972,6.069,,,2821000
URY,1973,5.769,,,2822000
URY,1974,5.677,,,2824000
URY,1975,5.962,,,2830000
URY,1976,5.887,,,2841000
URY,1977,5.64,,,2857000
URY,1978,5.729,,,2876000
URY,1979,6.262,,,2896000
URY,1980,5.819,,,2915000
URY,1981,5.356,,,2935000
URY,1982,4.854,,,2954000
URY,1983,3.804,,,2973000
URY,1984,3.438,,,2992000
URY,1985,3.284,,,3012000
URY,1986,3.165,,,3031000
URY,1987,3.543,,,3050000
URY,1988,4.786,,,3069000
URY,1989,4.853,,,3089000
URY,1990,3.967,18.25,6.66,3110000
URY,1991,4.528,19.09,6.91,3132000
URY,1992,5.143,20.06,7.15,3154000
URY,1993,4.439,20.75,7.28,3178000
URY,1994,4.03,20.94,7.2,3201000
URY,1995,4.559,20.83,7.09,3224000
URY,1996,5.404,21.09,7.33,3247000
URY,1997,5.513,20.8,7.16,3270000
URY,1998,5.64,20.33,6.96,3291000
URY,1999,6.681,20.49,6.79,3308000
URY,2000,5.267,20.12,6.58,3320000
URY,2001,5.031,20.1,6.71,3325000
URY,2002,4.558,20.84,6.7,3326000
URY,2003,4.528,21.36,7.11,3324000
URY,2004,5.564,21.96,7.47,3321000
URY,2005,5.726,22.17,7.51,3322000
URY,2006,6.596,22.86,7.92,3325000
URY,2007,5.947,22.39,7.79,3332000
URY,2008,8.201,22.9,7.95,3340000
URY,2009,7.947,22.49,7.94,3350000
URY,2010,6.297,21.42,7.83,3359000
URY,2011,7.654,21.71,7.83,3369000
URY,2012,8.593,21.12,8.14,3379000
URY,2013,7.49,21.25,8.21,3389000
URY,2014,6.656,21.58,8.09,3400000
URY,2015,6.618,21.59,7.73,3412000
URY,2016,6.683,21.71,7.97,3424000
URY,2017,6.702,,,3437000
URY,2018,6.944,,,3449000
UZB,1959,42.003,,,8251000
UZB,1960,43.717,,,8526000
UZB,1961,45.133,,,8814000
UZB,1962,47.426,,,9114000
UZB,1963,50.957,,,9429000
UZB,1964,54.288,,,9763000
UZB,1965,57.626,,,10117000
UZB,1966,60.875,,,10493000
UZB,1967,63.712,,,10889000
UZB,1968,65.573,,,11295000
UZB,1969,68.345,,,11695000
UZB,1970,71.771,,,12080000
UZB,1971,76.28,,,12446000
UZB,1972,80.255,,,12797000
UZB,1973,83.66,,,13141000
UZB,1974,86.863,,,13491000
UZB,1975,91.324,,,13857000
UZB,1976,94.844,,,14243000
UZB,1977,98.051,,,14644000
UZB,1978,101.42,,,15057000
UZB,1979,102.248,,,15477000
UZB,1980,106.205,,,15899000
UZB,1981,104.254,,,16322000
UZB,1982,106.256,,,16747000
UZB,1983,107.769,,,17178000
UZB,1984,108.757,,,17615000
UZB,1985,117.288,,,18061000
UZB,1986,117.425,,,18516000
UZB,1987,117.041,,,18976000
UZB,1988,120.207,,,19444000
UZB,1989,117.48,,,19918000
UZB,1990,109.857,70.25,10.64,20398000
UZB,1991,112.677,72.15,10.64,20885000
UZB,1992,111.113,68.91,9.11,21375000
UZB,1993,115.702,100.95,8.29,21862000
UZB,1994,108.116,85.42,7.82,22336000
UZB,1995,103.14,87.44,7.94,22791000
UZB,1996,106.019,89.5,7.35,23225000
UZB,1997,107.047,80.05,9.9,23640000
UZB,1998,118.946,75.79,9.84,24036000
UZB,1999,122.194,81.65,9.58,24412000
UZB,2000,121.445,94.68,9.55,24770000
UZB,2001,123.03,98.1,9.33,25109000
UZB,2002,127.94,99.12,9.41,25431000
UZB,2003,126.416,100.97,9.57,25749000
UZB,2004,125.576,100.46,9.39,26078000
UZB,2005,116.877,103.42,10.04,26428000
UZB,2006,119.698,118.63,10.48,26804000
UZB,2007,119.417,119.71,10.91,27205000
UZB,2008,123.336,122.72,11.47,27627000
UZB,2009,106.534,105.53,12.21,28065000
UZB,2010,103.581,102.07,12.78,28516000
UZB,2011,113.045,102.99,13.34,28977000
UZB,2012,115.122,104.44,13.62,29449000
UZB,2013,102.655,104.51,14.27,29933000
UZB,2014,104.481,104.86,14.76,30426000
UZB,2015,102.15,105.14,15.12,30930000
UZB,2016,91.005,105.69,15.58,31442000
UZB,2017,93.293,,,31960000
UZB,2018,91.265,,,32476000
VUT,1959,,,,62000
VUT,1960,,,,64000
VUT,1961,,,,66000
VUT,1962,0.04,,,68000
VUT,1963,0.033,,,70000
VUT,1964,0.062,,,72000
VUT,1965,0.048,,,74000
VUT,1966,0.077,,,76000
VUT,1967,0.084,,,79000
VUT,1968,0.062,,,81000
VUT,1969,0.044,,,83000
VUT,1970,0.04,,,85000
VUT,1971,0.059,,,88000
VUT,1972,0.062,,,91000
VUT,1973,0.055,,,94000
VUT,1974,0.062,,,97000
VUT,1975,0.055,,,100000
VUT,1976,0.044,,,103000
VUT,1977,0.051,,,106000
VUT,1978,0.059,,,109000
VUT,1979,0.062,,,113000
VUT,1980,0.062,,,116000
VUT,1981,0.051,,,119000
VUT,1982,0.051,,,121000
VUT,1983,0.055,,,124000
VUT,1984,0.055,,,127000
VUT,1985,0.121,,,130000
VUT,1986,0.059,,,133000
VUT,1987,0.048,,,136000
VUT,1988,0.066,,,139000
VUT,1989,0.062,,,143000
VUT,1990,0.066,0.32,0.11,147000
VUT,1991,0.066,0.33,0.11,151000
VUT,1992,0.062,0.35,0.12,155000
VUT,1993,0.062,0.37,0.13,160000
VUT,1994,0.062,0.37,0.13,164000
VUT,1995,0.066,0.38,0.13,168000
VUT,1996,0.084,0.38,0.13,172000
VUT,1997,0.084,0.38,0.13,175000
VUT,1998,0.081,0.38,0.13,178000
VUT,1999,0.084,0.39,0.13,181000
VUT,2000,0.084,0.38,0.12,185000
VUT,2001,0.088,0.36,0.12,189000
VUT,2002,0.084,0.36,0.12,194000
VUT,2003,0.084,0.39,0.13,199000
VUT,2004,0.059,0.39,0.13,204000
VUT,2005,0.059,0.4,0.13,209000
VUT,2006,0.048,0.4,0.13,214000
VUT,2007,0.099,0.46,0.16,219000
VUT,2008,0.095,0.46,0.16,225000
VUT,2009,0.121,0.44,0.15,230000
VUT,2010,0.121,0.46,0.15,236000
VUT,2011,0.132,0.47,0.16,243000
VUT,2012,0.114,0.47,0.17,250000
VUT,2013,0.106,0.48,0.17,257000
VUT,2014,0.154,0.49,0.17,264000
VUT,2015,0.132,0.5,0.18,271000
VUT,2016,0.147,0.49,0.18,278000
VUT,2017,0.15,,,285000
VUT,2018,0.155,,,293000
VEN,1904,0.004,,,2838174
VEN,1908,0.004,,,2953734
VEN,1913,0.015,,,3093944
VEN,1914,0.029,,,3119653
VEN,1915,0.051,,,3142896
VEN,1916,0.081,,,3162586
VEN,1917,0.081,,,3180511
VEN,1918,0.216,,,3195173
VEN,1919,0.213,,,3212454
VEN,1920,0.15,,,3230455
VEN,1921,0.161,,,3249176
VEN,1922,0.205,,,3269698
VEN,1923,0.451,,,3294539
VEN,1924,0.385,,,3326581
VEN,1925,0.674,,,3363663
VEN,1926,1.07,,,3402545
VEN,1927,1.015,,,3441067
VEN,1928,1.902,,,3479589
VEN,1929,1.949,,,3520991
VEN,1930,-1.165,,,3562393
VEN,1931,-0.256,,,3601636
VEN,1932,3.807,,,3637997
VEN,1933,2.821,,,3672199
VEN,1934,5.225,,,3707121
VEN,1935,5.991,,,3746363
VEN,1936,3.166,,,3794606
VEN,1937,9.398,,,3851489
VEN,1938,6.123,,,3919533
VEN,1939,6.998,,,3998377
VEN,1940,12.344,,,4082982
VEN,1941,15.059,,,4167586
VEN,1942,11.549,,,4252551
VEN,1943,10.332,,,4344716
VEN,1944,15.125,,,4448762
VEN,1945,15.755,,,4566488
VEN,1946,80.051,,,4700415
VEN,1947,20.496,,,4856304
VEN,1948,25.553,,,5034873
VEN,1949,28.718,,,5253660
VEN,1950,38.278,,,5482000
VEN,1951,47.383,,,5727000
VEN,1952,50.746,,,5974000
VEN,1953,47.859,,,6226000
VEN,1954,51.204,,,6483000
VEN,1955,59.756,,,6745000
VEN,1956,65.014,,,7012000
VEN,1957,69.59,,,7286000
VEN,1958,54.462,,,7565000
VEN,1959,65.149,,,7850000
VEN,1960,57.017,,,8142000
VEN,1961,51.88,,,8439000
VEN,1962,54.056,,,8743000
VEN,1963,56.152,,,9053000
VEN,1964,56.55,,,9369000
VEN,1965,60.73,,,9692000
VEN,1966,56.974,,,10023000
VEN,1967,65.752,,,10360000
VEN,1968,65.572,,,10702000
VEN,1969,68.933,,,11048000
VEN,1970,74.489,,,11396000
VEN,1971,62.5,,,11746000
VEN,1972,62.514,,,12098000
VEN,1973,66.433,,,12454000
VEN,1974,75.058,,,12817000
VEN,1975,63.75,,,13190000
VEN,1976,57.273,,,13572000
VEN,1977,63.65,,,13964000
VEN,1978,68.591,,,14365000
VEN,1979,76.447,,,14771000
VEN,1980,90.641,,,15183000
VEN,1981,91.792,,,15598000
VEN,1982,93.201,,,16018000
VEN,1983,92.908,,,16443000
VEN,1984,93.003,,,16877000
VEN,1985,101.027,,,17320000
VEN,1986,109.24,,,17772000
VEN,1987,110.661,,,18233000
VEN,1988,115.752,,,18699000
VEN,1989,108.571,,,19166000
VEN,1990,121.822,64.12,11.07,19633000
VEN,1991,115.053,66.76,11.31,20096000
