iso_code,year,co2,methane,nitrous_oxide,population
HTI,2006,2.084,4.27,1.48,9345000
HTI,2007,2.361,4.32,1.5,9495000
HTI,2008,2.366,4.34,1.5,9647000
HTI,2009,2.237,4.38,1.53,9798000
HTI,2010,2.093,4.42,1.54,9949000
HTI,2011,2.087,4.46,1.55,10100000
HTI,2012,2.19,4.49,1.55,10251000
HTI,2013,2.293,4.53,1.57,10401000
HTI,2014,2.785,4.55,1.57,10549000
HTI,2015,2.909,4.59,1.58,10696000
HTI,2016,2.953,4.66,1.6,10840000
HTI,2017,2.978,,,10982000
HTI,2018,2.999,,,11123000
HND,1950,0.3,,,1547000
HND,1951,0.348,,,1589000
HND,1952,0.359,,,1632000
HND,1953,0.333,,,1677000
HND,1954,0.377,,,1723000
HND,1955,0.436,,,1771000
HND,1956,0.454,,,1822000
HND,1957,0.575,,,1873000
HND,1958,0.586,,,1927000
HND,1959,0.586,,,1982000
HND,1960,0.615,,,2039000
HND,1961,0.736,,,2096000
HND,1962,0.7,,,2156000
HND,1963,0.711,,,2217000
HND,1964,0.722,,,2280000
HND,1965,0.751,,,2346000
HND,1966,0.806,,,2415000
HND,1967,0.875,,,2486000
HND,1968,1.223,,,2561000
HND,1969,1.176,,,2638000
HND,1970,1.388,,,2717000
HND,1971,1.329,,,2798000
HND,1972,1.534,,,2882000
HND,1973,1.509,,,2969000
HND,1974,1.556,,,3059000
HND,1975,1.666,,,3153000
HND,1976,1.775,,,3251000
HND,1977,1.997,,,3353000
HND,1978,2.044,,,3458000
HND,1979,1.926,,,3567000
HND,1980,2.044,,,3678000
HND,1981,1.812,,,3793000
HND,1982,1.753,,,3911000
HND,1983,1.982,,,4031000
HND,1984,1.964,,,4155000
HND,1985,1.889,,,4281000
HND,1986,1.829,,,4410000
HND,1987,2.148,,,4542000
HND,1988,2.47,,,4677000
HND,1989,2.686,,,4815000
HND,1990,2.547,8.45,2.21,4955000
HND,1991,2.65,8.52,2.27,5099000
HND,1992,3.03,8.57,2.27,5245000
HND,1993,2.798,8.25,2.24,5394000
HND,1994,3.292,8.65,2.19,5549000
HND,1995,3.826,8.5,2.5,5709000
HND,1996,3.891,7.5,2.12,5875000
HND,1997,4.081,7.36,2.41,6046000
HND,1998,4.582,7.1,2.52,6220000
HND,1999,4.668,6.1,2.39,6397000
HND,2000,4.934,6,2.67,6575000
HND,2001,5.609,5.76,2.41,6752000
HND,2002,5.99,6.26,2.13,6929000
HND,2003,6.661,9.73,3.51,7106000
HND,2004,7.243,6.83,2.53,7283000
HND,2005,7.427,9.17,3.47,7459000
HND,2006,7.461,7.5,2.93,7634000
HND,2007,8.598,7.55,2.88,7809000
HND,2008,8.485,7.76,2.7,7981000
HND,2009,7.681,8.22,2.9,8151000
HND,2010,7.929,8.02,2.79,8317000
HND,2011,8.609,9.43,3.51,8481000
HND,2012,8.967,7.79,2.84,8641000
HND,2013,9.223,8.79,3.31,8799000
HND,2014,9.313,9.3,3.39,8956000
HND,2015,9.822,8.51,3.08,9113000
HND,2016,9.617,9.29,3.48,9271000
HND,2017,9.584,,,9429000
HND,2018,9.915,,,9588000
HKG,1938,0.055,,,1517731
HKG,1939,0.055,,,1687302
HKG,1941,0.055,,,1697665
HKG,1947,0.018,,,1715901
HKG,1948,0.026,,,1819191
HKG,1949,0.029,,,1894556
HKG,1950,1.319,,,1974000
HKG,1951,1.557,,,2058000
HKG,1952,1.535,,,2150000
HKG,1953,1.729,,,2251000
HKG,1954,1.799,,,2359000
HKG,1955,1.88,,,2473000
HKG,1956,2.121,,,2591000
HKG,1957,2.363,,,2710000
HKG,1958,2.374,,,2828000
HKG,1959,2.703,,,2941000
HKG,1960,2.953,,,3046000
HKG,1961,3.37,,,3143000
HKG,1962,3.681,,,3230000
HKG,1963,4.246,,,3311000
HKG,1964,4.22,,,3390000
HKG,1965,4.803,,,3467000
HKG,1966,5.162,,,3546000
HKG,1967,6.052,,,3625000
HKG,1968,6.198,,,3703000
HKG,1969,7.752,,,3778000
HKG,1970,8.393,,,3849000
HKG,1971,9.151,,,3914000
HKG,1972,9.276,,,3974000
HKG,1973,9.286,,,4038000
HKG,1974,10.667,,,4114000
HKG,1975,11.008,,,4209000
HKG,1976,12.49,,,4326000
HKG,1977,14.204,,,4462000
HKG,1978,15.714,,,4607000
HKG,1979,15.838,,,4746000
HKG,1980,16.6,,,4869000
HKG,1981,18.617,,,4972000
HKG,1982,19.623,,,5058000
HKG,1983,20.912,,,5134000
HKG,1984,22.225,,,5208000
HKG,1985,22.881,,,5287000
HKG,1986,25.526,,,5373000
HKG,1987,28.086,,,5465000
HKG,1988,29.285,,,5557000
HKG,1989,30.141,,,5646000
HKG,1990,27.147,,,5728000
HKG,1991,28.463,,,5800000
HKG,1992,32.917,,,5865000
HKG,1993,34.778,,,5928000
HKG,1994,31.079,,,6000000
HKG,1995,31.266,,,6084000
HKG,1996,28.91,,,6186000
HKG,1997,30.498,,,6300000
HKG,1998,38.924,,,6417000
HKG,1999,42.55,,,6522000
HKG,2000,40.284,,,6606000
HKG,2001,37.802,,,6665000
HKG,2002,39.485,,,6702000
HKG,2003,43.203,,,6725000
HKG,2004,41.568,,,6745000
HKG,2005,43.731,,,6770000
HKG,2006,41.914,,,6802000
HKG,2007,43.572,,,6840000
HKG,2008,42.791,,,6882000
HKG,2009,41.58,,,6925000
HKG,2010,40.064,,,6966000
HKG,2011,43.15,,,7007000
HKG,2012,42.743,,,7047000
HKG,2013,44.306,,,7089000
HKG,2014,45.491,,,7135000
HKG,2015,42.391,,,7186000
HKG,2016,43.388,,,7244000
HKG,2017,43.183,,,7306000
HKG,2018,43.144,,,7372000
HUN,1830,0.114,,,4464317
HUN,1831,0.07,,,4497023
HUN,1832,0.088,,,4529970
HUN,1833,0.066,,,4563157
HUN,1834,0.07,,,4596588
HUN,1835,0.051,,,4630264
HUN,1836,0.084,,,4664186
HUN,1837,0.07,,,4698357
HUN,1838,0.062,,,4732779
HUN,1839,0.139,,,4767452
HUN,1840,0.136,,,4802380
HUN,1841,0.143,,,4837448
HUN,1842,0.084,,,4872658
HUN,1843,0.088,,,4908009
HUN,1844,0.187,,,4943501
HUN,1845,0.088,,,4979136
HUN,1846,0.062,,,5014912
HUN,1847,0.165,,,5050831
HUN,1848,0,,,5086893
HUN,1849,0,,,5123097
HUN,1850,0,,,5159444
HUN,1851,0.275,,,5195787
HUN,1852,0.344,,,5232272
HUN,1853,0.344,,,5268898
HUN,1854,0.436,,,5305666
HUN,1855,0.454,,,5342575
HUN,1856,0.476,,,5379627
HUN,1857,0.546,,,5416821
HUN,1858,0.381,,,5454157
HUN,1859,0.769,,,5491635
HUN,1860,0.905,,,5529257
HUN,1861,0.96,,,5566679
HUN,1862,1.158,,,5604013
HUN,1863,1.209,,,5641256
HUN,1864,1.209,,,5678406
HUN,1865,1.257,,,5715459
HUN,1866,1.429,,,5752414
HUN,1867,1.689,,,5789268
HUN,1868,1.806,,,5826018
HUN,1869,1.964,,,5862662
HUN,1870,2.121,,,5899196
HUN,1871,2.631,,,5935618
HUN,1872,2.796,,,5971925
HUN,1873,2.917,,,6009025
HUN,1874,2.557,,,6044984
HUN,1875,2.634,,,6080783
HUN,1876,2.763,,,6116417
HUN,1877,2.887,,,6151997
HUN,1878,2.876,,,6186964
HUN,1879,2.869,,,6221709
HUN,1880,3.312,,,6256649
HUN,1881,3.55,,,6291253
HUN,1882,3.583,,,6326584
HUN,1883,4.078,,,6362113
HUN,1884,4.331,,,6397368
HUN,1885,4.378,,,6434176
HUN,1886,4.096,,,6472078
HUN,1887,4.085,,,6508480
HUN,1888,4.43,,,6548178
HUN,1889,4.752,,,6589164
HUN,1890,5.254,,,6631452
HUN,1891,5.522,,,6675058
HUN,1892,5.752,,,6719998
HUN,1893,5.994,,,6766286
HUN,1894,6.434,,,6813938
HUN,1895,6.863,,,6862970
HUN,1896,7.376,,,6913173
HUN,1897,7.464,,,6963517
HUN,1898,8.533,,,7014002
HUN,1899,8.273,,,7064627
HUN,1900,9.585,,,7115393
HUN,1901,9.618,,,7166298
HUN,1902,8.849,,,7217262
HUN,1903,9.175,,,7268322
HUN,1904,9.277,,,7319467
HUN,1905,9.431,,,7370697
HUN,1906,10.164,,,7422286
HUN,1907,10.204,,,7473380
HUN,1908,10.772,,,7525687
HUN,1909,11.853,,,7580569
HUN,1910,11.677,,,7638063
HUN,1911,11.996,,,7695665
HUN,1912,12.304,,,7760666
HUN,1913,13.026,,,7809304
HUN,1914,11.593,,,7841410
HUN,1915,11.765,,,7856811
HUN,1916,11.835,,,7872242
HUN,1917,11.717,,,7887704
HUN,1918,10.651,,,7903494
HUN,1919,4.756,,,7919241
HUN,1920,5.588,,,7956033
HUN,1921,9.237,,,8012197
HUN,1922,11.01,,,8086390
HUN,1923,11.86,,,8153929
HUN,1924,11.263,,,8219139
HUN,1925,10.131,,,8289007
HUN,1926,11.772,,,8362867
HUN,1927,13.088,,,8436395
HUN,1928,13.751,,,8502936
HUN,1929,15.114,,,8567814
HUN,1930,12.516,,,8635353
HUN,1931,11.19,,,8702559
HUN,1932,10.212,,,8768767
HUN,1933,10.006,,,8833977
HUN,1934,10.574,,,8900518
HUN,1935,11.08,,,8966394
HUN,1936,11.901,,,9028942
HUN,1937,13.623,,,9089495
HUN,1938,14.773,,,9149714
HUN,1939,14.443,,,9209601
HUN,1940,15.825,,,9268490
HUN,1941,17.855,,,9324717
HUN,1942,18.84,,,9376286
HUN,1943,19.21,,,9427190
HUN,1944,15.858,,,9303424
HUN,1945,8.2,,,9170342
HUN,1946,10.798,,,9031271
HUN,1947,13.839,,,9075854
HUN,1948,16.382,,,9145056
HUN,1949,20.412,,,9231135
HUN,1950,18.393,,,9338000
HUN,1951,22.189,,,9481000
HUN,1952,27.213,,,9598000
HUN,1953,31.771,,,9693000
HUN,1954,34.013,,,9769000
HUN,1955,35.709,,,9828000
HUN,1956,33.167,,,9876000
HUN,1957,38.45,,,9913000
HUN,1958,39.249,,,9945000
HUN,1959,41.903,,,9973000
HUN,1960,45.328,,,10001000
HUN,1961,48.93,,,10030000
HUN,1962,50.512,,,10063000
HUN,1963,56.228,,,10097000
HUN,1964,62.341,,,10133000
HUN,1965,61.234,,,10170000
HUN,1966,61.673,,,10208000
HUN,1967,58.771,,,10249000
HUN,1968,61.093,,,10290000
HUN,1969,62.358,,,10329000
HUN,1970,69.935,,,10366000
HUN,1971,69.209,,,10398000
HUN,1972,69.354,,,10426000
HUN,1973,72.982,,,10454000
HUN,1974,74.01,,,10486000
HUN,1975,75.288,,,10527000
HUN,1976,79.897,,,10578000
HUN,1977,83.075,,,10637000
HUN,1978,88.046,,,10693000
HUN,1979,86.082,,,10735000
HUN,1980,86.709,,,10754000
HUN,1981,86.462,,,10746000
HUN,1982,86.714,,,10716000
HUN,1983,88.975,,,10669000
HUN,1984,90.686,,,10617000
HUN,1985,85.947,,,10566000
HUN,1986,83.241,,,10519000
HUN,1987,84.136,,,10475000
HUN,1988,78.055,,,10435000
HUN,1989,75.917,,,10402000
HUN,1990,73.445,11.76,9.57,10377000
HUN,1991,69.782,11.7,7.51,10363000
HUN,1992,62.421,10.51,5.43,10359000
HUN,1993,63.553,9.98,6.1,10359000
HUN,1994,61.897,9.46,6.85,10358000
HUN,1995,61.627,8.84,6.1,10349000
HUN,1996,63.188,9.04,7.14,10332000
HUN,1997,61.775,8.94,7.02,10308000
HUN,1998,61.357,8.73,6.63,10280000
HUN,1999,61.839,8.8,6.55,10249000
HUN,2000,58.56,8.96,6.9,10221000
HUN,2001,60.176,8.92,7.43,10193000
HUN,2002,59.179,8.78,6.3,10167000
HUN,2003,61.952,9.05,6.23,10141000
HUN,2004,60.424,8.63,7.18,10114000
HUN,2005,60.51,8.38,6.82,10086000
HUN,2006,59.85,8.26,6.6,10056000
HUN,2007,58.553,8.17,6.07,10024000
HUN,2008,57.455,8.04,5.52,9992000
HUN,2009,51.801,8,5,9959000
HUN,2010,52.138,7.95,4.86,9927000
HUN,2011,50.376,7.8,5.17,9896000
HUN,2012,46.83,7.69,5.05,9864000
HUN,2013,43.78,7.46,5.45,9834000
HUN,2014,43.925,7.33,5.27,9805000
HUN,2015,46.677,7.21,5.38,9778000
HUN,2016,47.43,7.2,5.54,9753000
HUN,2017,49.646,,,9730000
HUN,2018,49.857,,,9708000
ISL,1936,0.022,,,129840
ISL,1937,0.018,,,130686
ISL,1940,0.033,,,133260
ISL,1941,0.026,,,134129
ISL,1943,0.018,,,135884
ISL,1944,0.018,,,136770
ISL,1945,0.015,,,137662
ISL,1946,0.011,,,138559
ISL,1947,0.004,,,139463
ISL,1948,0.004,,,140372
ISL,1949,0.004,,,141288
ISL,1950,0.74,,,143000
ISL,1951,0.645,,,145000
ISL,1952,0.777,,,148000
ISL,1953,0.916,,,151000
ISL,1954,0.78,,,154000
ISL,1955,0.912,,,158000
ISL,1956,0.949,,,161000
ISL,1957,0.964,,,165000
ISL,1958,1.092,,,168000
ISL,1959,1.238,,,172000
ISL,1960,1.212,,,176000
ISL,1961,1.092,,,179000
ISL,1962,1.198,,,183000
ISL,1963,1.304,,,186000
ISL,1964,1.308,,,189000
ISL,1965,1.396,,,192000
ISL,1966,1.494,,,195000
ISL,1967,1.443,,,197000
ISL,1968,1.593,,,200000
ISL,1969,1.264,,,202000
ISL,1970,1.388,,,204000
ISL,1971,1.472,,,207000
ISL,1972,1.483,,,210000
ISL,1973,1.75,,,213000
ISL,1974,1.738,,,216000
ISL,1975,1.613,,,218000
ISL,1976,1.701,,,220000
ISL,1977,1.902,,,222000
ISL,1978,1.92,,,224000
ISL,1979,1.982,,,226000
ISL,1980,1.861,,,228000
ISL,1981,1.747,,,231000
ISL,1982,1.593,,,233000
ISL,1983,1.541,,,236000
ISL,1984,1.809,,,239000
ISL,1985,1.621,,,242000
ISL,1986,1.779,,,244000
ISL,1987,1.843,,,247000
ISL,1988,1.839,,,250000
ISL,1989,1.895,,,252000
ISL,1990,2.237,0.51,0.41,255000
ISL,1991,2.118,0.51,0.4,258000
ISL,1992,2.263,0.52,0.39,260000
ISL,1993,2.421,0.53,0.4,263000
ISL,1994,2.362,0.54,0.39,265000
ISL,1995,2.465,0.55,0.39,268000
ISL,1996,2.52,0.56,0.4,270000
ISL,1997,2.616,0.56,0.41,273000
ISL,1998,2.635,0.57,0.42,275000
ISL,1999,2.841,0.58,0.43,278000
ISL,2000,2.934,0.57,0.42,280000
ISL,2001,2.863,0.58,0.4,283000
ISL,2002,2.988,0.57,0.41,285000
ISL,2003,2.98,0.57,0.4,288000
ISL,2004,3.101,0.57,0.4,291000
ISL,2005,2.969,0.56,0.4,295000
ISL,2006,3.147,0.66,0.43,300000
ISL,2007,3.494,0.61,0.44,305000
ISL,2008,3.795,0.6,0.44,311000
ISL,2009,3.731,0.6,0.39,316000
ISL,2010,3.621,0.6,0.38,320000
ISL,2011,3.486,0.57,0.39,323000
ISL,2012,3.489,0.54,0.39,326000
ISL,2013,3.482,0.54,0.38,327000
ISL,2014,3.462,0.55,0.4,329000
ISL,2015,3.533,0.56,0.41,330000
ISL,2016,3.49,0.55,0.4,332000
ISL,2017,3.614,,,334000
ISL,2018,3.631,,,337000
IND,1751,0,,,
IND,1752,0,,,
IND,1753,0,,,
IND,1754,0,,,
IND,1755,0,,,
IND,1756,0,,,
IND,1757,0,,,
IND,1758,0,,,
IND,1759,0,,,
IND,1760,0,,,
IND,1761,0,,,
IND,1762,0,,,
IND,1763,0,,,
IND,1764,0,,,
IND,1765,0,,,
IND,1766,0,,,
IND,1767,0,,,
IND,1768,0,,,
IND,1769,0,,,
IND,1770,0,,,
IND,1771,0,,,
IND,1772,0,,,
IND,1773,0,,,
IND,1774,0,,,
IND,1775,0,,,
IND,1776,0,,,
IND,1777,0,,,
IND,1778,0,,,
IND,1779,0,,,
IND,1780,0,,,
IND,1781,0,,,
IND,1782,0,,,
IND,1783,0,,,
IND,1784,0,,,
IND,1785,0,,,
IND,1786,0,,,
IND,1787,0,,,
IND,1788,0,,,
IND,1789,0,,,
IND,1790,0,,,
IND,1791,0,,,
IND,1792,0,,,
IND,1793,0,,,
IND,1794,0,,,
IND,1795,0,,,
IND,1796,0,,,
IND,1797,0,,,
IND,1798,0,,,
IND,1799,0,,,
IND,1800,0,,,168574896
IND,1801,0,,,168907296
IND,1802,0,,,169240352
IND,1803,0,,,169574080
IND,1804,0,,,169908448
IND,1805,0,,,170243488
IND,1806,0,,,170579184
IND,1807,0,,,170915536
IND,1808,0,,,171252560
IND,1809,0,,,171590240
IND,1810,0,,,171940816
IND,1811,0,,,172295296
IND,1812,0,,,172665984
IND,1813,0,,,173052960
IND,1814,0,,,173456320
IND,1815,0,,,173876160
IND,1816,0,,,174312560
IND,1817,0,,,174765616
IND,1818,0,,,175235440
IND,1819,0,,,175722112
IND,1820,0,,,176225712
IND,1821,0,,,176746352
IND,1822,0,,,177284128
IND,1823,0,,,177839120
IND,1824,0,,,178411440
IND,1825,0,,,179001184
IND,1826,0,,,179608432
IND,1827,0,,,180233296
IND,1828,0,,,180875872
IND,1829,0,,,181536256
IND,1830,0,,,182214544
IND,1831,0,,,182910832
IND,1832,0,,,183609776
IND,1833,0,,,184311392
IND,1834,0,,,185015696
IND,1835,0,,,185722688
IND,1836,0,,,186432384
IND,1837,0,,,187144800
IND,1838,0,,,187859936
IND,1839,0,,,188577792
IND,1840,0,,,189298400
IND,1841,0,,,190021760
IND,1842,0,,,190747872
IND,1843,0,,,191476784
IND,1844,0,,,192208464
IND,1845,0,,,192942944
IND,1846,0,,,193680224
IND,1847,0,,,194420336
IND,1848,0,,,195163264
IND,1849,0,,,195909024
IND,1850,0,,,196657648
IND,1851,0,,,197473216
IND,1852,0,,,198292160
IND,1853,0,,,199114464
IND,1854,0,,,199940160
IND,1855,0,,,200769264
IND,1856,0,,,201601776
IND,1857,0,,,202437728
IND,1858,0.436,,,203277120
IND,1859,0.703,,,204119968
IND,1860,0.711,,,204966304
IND,1861,0.55,,,205817904
IND,1862,0.608,,,206674832
IND,1863,0.674,,,207537088
IND,1864,0.638,,,208404720
IND,1865,0.627,,,209277760
IND,1866,0.707,,,210156224
IND,1878,1.953,,,221105392
IND,1879,1.854,,,222060832
IND,1880,2.074,,,223020384
IND,1881,2.023,,,223974528
IND,1882,2.404,,,224942304
IND,1883,2.682,,,225914224
IND,1884,2.986,,,226881904
IND,1885,2.697,,,227862160
IND,1886,3.026,,,228846624
IND,1887,3.353,,,229828016
IND,1888,3.723,,,230820928
IND,1889,4.378,,,231818112
IND,1890,4.829,,,232819584
IND,1891,5.199,,,233825344
IND,1892,5.712,,,234835440
IND,1893,6.013,,,235849872
IND,1894,6.134,,,236868656
IND,1895,7.683,,,237891824
IND,1896,8.314,,,238919376
IND,1897,8.999,,,239951360
IND,1898,9.97,,,240987760
IND,1899,10.988,,,242028608
IND,1900,13.051,,,243073952
IND,1901,14.396,,,244123760
IND,1902,15.876,,,245171584
IND,1903,16.166,,,246230416
IND,1904,18.067,,,247293792
IND,1905,18.474,,,248361728
IND,1906,21.343,,,249434256
IND,1907,23.816,,,250502080
IND,1908,27.249,,,251583808
IND,1909,26.319,,,252670176
IND,1910,25.696,,,253761200
IND,1911,27.114,,,254854208
IND,1912,31.217,,,255954624
IND,1913,34.438,,,257205040
IND,1914,34.716,,,258607040
IND,1915,36.277,,,260162192
IND,1916,36.68,,,261726672
IND,1917,38.358,,,263300528
IND,1918,43.158,,,264771648
IND,1919,47.123,,,266279184
IND,1920,38.161,,,267795296
IND,1921,41.044,,,269320064
IND,1922,40.388,,,270853472
IND,1923,41.575,,,272395648
IND,1924,44.51,,,273946592
IND,1925,43.917,,,275506368
IND,1926,43.792,,,277075008
IND,1927,45.932,,,278652608
IND,1928,44.199,,,280239168
IND,1929,45.994,,,282507744
IND,1930,46.756,,,285470848
IND,1931,42.825,,,289141184
IND,1932,39.817,,,292858720
IND,1933,39.088,,,296624064
IND,1934,43.646,,,300437792
IND,1935,45.602,,,304300576
IND,1936,44.818,,,308213024
IND,1937,49.644,,,312175776
IND,1938,55.576,,,316189472
IND,1939,54.403,,,320254752
IND,1940,57.697,,,324372320
IND,1941,58.957,,,328418400
IND,1942,58.899,,,332390592
IND,1943,51.296,,,336286496
IND,1944,52.461,,,340228032
IND,1945,58.195,,,344215808
IND,1946,57.499,,,348641184
IND,1947,58.602,,,353099584
IND,1948,58.62,,,357915968
IND,1949,61.881,,,366721344
IND,1950,66.604,,,376324992
IND,1951,69.722,,,382376992
IND,1952,73.493,,,388799008
IND,1953,74.878,,,395544000
IND,1954,78.739,,,402579008
IND,1955,85.441,,,409880992
IND,1956,88.456,,,417443008
IND,1957,99.236,,,425271008
IND,1958,103.724,,,433380992
IND,1959,109.819,,,441799008
IND,1960,120.576,,,450548000
IND,1961,130.393,,,459641984
IND,1962,143.452,,,469076992
IND,1963,154.068,,,478825984
IND,1964,150.639,,,488848000
IND,1965,165.961,,,499123008
IND,1966,171.688,,,509632000
IND,1967,172.093,,,520400992
IND,1968,187.105,,,531513984
IND,1969,190.4,,,543084032
IND,1970,194.729,,,555190016
IND,1971,205.33,,,567868032
IND,1972,217.182,,,581086976
IND,1973,223.602,,,594769984
IND,1974,231.185,,,608803008
IND,1975,251.193,,,623102976
IND,1976,262.532,,,637630016
IND,1977,277.648,,,652409024
IND,1978,281.539,,,667500032
IND,1979,295.299,,,682995008
IND,1980,312.485,,,698953024
IND,1981,337.105,,,715385024
IND,1982,347.816,,,732238976
IND,1983,376.676,,,749428992
IND,1984,385.929,,,766833024
IND,1985,424.256,,,784360000
IND,1986,455.067,,,801974976
IND,1987,486.067,,,819681984
IND,1988,525.082,,,837468992
IND,1989,576.405,,,855334976
IND,1990,616.579,528.42,141.68,873278016
IND,1991,656.741,534.21,145.73,891273024
IND,1992,698.757,538.98,149.92,909307008
IND,1993,722.894,544.67,153.4,927404032
IND,1994,764.242,549.57,159.01,945601984
IND,1995,811.461,557.16,163.54,963923008
IND,1996,878.827,561.99,167.84,982364992
IND,1997,915.049,568.54,174.12,1000899968
IND,1998,933.549,578.39,179.25,1019484032
IND,1999,995.233,586.75,183.78,1038057984
IND,2000,1029.638,590.34,181.23,1056576000
IND,2001,1035.64,596.18,185.54,1075000064
IND,2002,1047.596,590.23,179.42,1093316992
IND,2003,1091.873,602.11,187.82,1111522944
IND,2004,1145.545,612.75,195.16,1129623040
IND,2005,1210.146,624.7,203.58,1147609984
IND,2006,1287.149,634.47,213.04,1165485952
IND,2007,1390.253,648.74,222.64,1183208960
IND,2008,1547.991,654.17,226.14,1200669952
IND,2009,1720.121,655.71,233.53,1217725952
IND,2010,1700.027,660.79,241.06,1234280960
IND,2011,1811.961,659.73,246.73,1250288000
IND,2012,1979.047,661.57,246.24,1265779968
IND,2013,1994.101,660.15,244.22,1280841984
IND,2014,2199.4,659.8,245.95,1295601024
IND,2015,2298.17,656.28,247.61,1310151936
IND,2016,2371.752,663.63,247.43,1324516992
IND,2017,2456.954,,,1338676992
IND,2018,2654.101,,,1352642048
IDN,1889,0.004,,,33345700
IDN,1890,0.015,,,33747352
IDN,1891,0.022,,,34134208
IDN,1892,0.18,,,34526056
IDN,1893,0.403,,,34933400
IDN,1894,0.48,,,35361272
IDN,1895,0.769,,,35821244
IDN,1896,0.861,,,36248336
IDN,1897,1.107,,,36700744
IDN,1898,1.29,,,37155824
IDN,1899,1.125,,,37656668
IDN,1900,1.209,,,38159332
IDN,1901,2.242,,,38647920
IDN,1902,1.539,,,39172332
IDN,1903,3.001,,,39647284
IDN,1904,3.367,,,40105308
IDN,1905,4.133,,,40545956
IDN,1906,4.452,,,40988988
IDN,1907,5.294,,,41427920
IDN,1908,5.492,,,41870476
IDN,1909,5.987,,,42318332
IDN,1910,6.112,,,42771824
IDN,1911,6.727,,,43226200
IDN,1912,5.84,,,43687532
IDN,1913,5.899,,,44150960
IDN,1914,6.016,,,44616472
IDN,1915,6.031,,,45087004
IDN,1916,6.764,,,45496144
IDN,1917,7.137,,,45804496
IDN,1918,7.13,,,46209752
IDN,1919,7.636,,,46691092
IDN,1920,8.262,,,47287776
IDN,1921,8.757,,,47872724
IDN,1922,8.299,,,48447984
IDN,1923,9.589,,,49031168
IDN,1924,10.585,,,49622860
IDN,1925,11.08,,,50222776
IDN,1926,11.098,,,50831784
IDN,1927,12.886,,,51449308
IDN,1928,14.832,,,52076224
IDN,1929,18.54,,,52712240
IDN,1930,18.086,,,53403724
IDN,1931,16.895,,,54148332
IDN,1932,16.587,,,54946064
IDN,1933,17.862,,,55753188
IDN,1934,19.236,,,56572640
IDN,1935,20.002,,,57406176
IDN,1936,21.768,,,58254392
IDN,1937,25.344,,,59116988
IDN,1938,26.733,,,59994844
IDN,1939,29.202,,,60886792
IDN,1940,28.733,,,61821584
IDN,1941,26.487,,,62798940
IDN,1942,9.457,,,63720236
IDN,1943,19.027,,,64380316
IDN,1944,8.772,,,64631844
IDN,1945,3.807,,,64871928
IDN,1946,1.345,,,65335952
IDN,1947,4.056,,,66203828
IDN,1948,15.495,,,67237536
IDN,1949,21.903,,,68381304
IDN,1950,9.831,,,69543000
IDN,1951,9.391,,,70849000
IDN,1952,12.721,,,72275000
IDN,1953,13.08,,,73821000
IDN,1954,14.748,,,75488000
IDN,1955,20.844,,,77273000
IDN,1956,21.812,,,79173000
IDN,1957,22.413,,,81179000
IDN,1958,22.208,,,83284000
IDN,1959,23.862,,,85478000
IDN,1960,21.385,,,87751000
IDN,1961,26.002,,,90098000
IDN,1962,22.975,,,92518000
IDN,1963,22.763,,,95015000
IDN,1964,22.374,,,97597000
IDN,1965,24.668,,,100267000
IDN,1966,23.375,,,103025000
IDN,1967,24.54,,,105866000
IDN,1968,27.563,,,108780000
IDN,1969,33.362,,,111759000
IDN,1970,35.791,,,114793000
IDN,1971,38.955,,,117880000
IDN,1972,43.306,,,121017000
IDN,1973,49.098,,,124200000
IDN,1974,51.227,,,127422000
IDN,1975,53.933,,,130681000
IDN,1976,61.788,,,133967000
IDN,1977,82.416,,,137278000
IDN,1978,93.938,,,140622000
IDN,1979,95.137,,,144010000
IDN,1980,94.873,,,147448000
IDN,1981,100.297,,,150938000
IDN,1982,105.584,,,154468000
IDN,1983,105.184,,,158008992
IDN,1984,112.461,,,161523008
IDN,1985,121.598,,,164982000
IDN,1986,122.166,,,168374000
IDN,1987,123.879,,,171703008
IDN,1988,132.722,,,174976000
IDN,1989,131.674,,,178208992
IDN,1990,150.286,370.62,69.84,181412992
IDN,1991,180.622,374.02,69.96,184592000
IDN,1992,203.577,383.52,72,187740000
IDN,1993,219.762,386.34,70.88,190851008
IDN,1994,222.854,390.07,72.35,193916992
IDN,1995,226.545,392.79,74.53,196934000
IDN,1996,255.069,338.84,69.52,199900992
IDN,1997,280.736,580.69,103.2,202826000
IDN,1998,215.97,391.27,79.34,205724992
IDN,1999,243.952,346.45,67.83,208615008
IDN,2000,265.803,329.66,66.74,211514000
IDN,2001,297.53,322.25,67.11,214427008
IDN,2002,307.361,444.97,86.57,217358000
IDN,2003,316.655,339.24,74.15,220308992
IDN,2004,339.848,427.12,88.79,223286000
IDN,2005,343.336,346.07,79.63,226288992
IDN,2006,346.443,448.35,96.8,229318000
IDN,2007,376.865,285.58,77.05,232374000
IDN,2008,417.562,277.19,79.08,235470000
IDN,2009,447.099,374.97,96.05,238620992
IDN,2010,428.174,267.97,82.26,241834000
IDN,2011,508.073,308.07,91.18,245116000
IDN,2012,526.383,308.04,94.06,248452000
IDN,2013,411.191,302.42,91.07,251804992
IDN,2014,366.843,405.94,107.42,255128000
IDN,2015,507.012,423.54,110.55,258383008
IDN,2016,560.679,292.38,92.64,261556000
IDN,2017,584.075,,,264651008
IDN,2018,614.916,,,267671008
,1751,0,,,
,1752,0,,,
